일자,요일,도로명,start,end,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시
20200404,토,언주로,서울세관,경복아파트,31,28,27,25,24,25,24,23,25,25,25
20200404,토,언주로,경복아파트,르네상스호텔,32,28,25,25,21,17,18,17,18,18,21
20200404,토,언주로,르네상스호텔,경복아파트,28,23,26,25,22,24,24,24,26,27,29
20200404,토,언주로,경복아파트,서울세관,26,28,29,27,27,25,23,25,28,25,26
20200404,토,언주로,서울세관,도산공원,30,33,30,25,24,20,19,22,24,21,22
20200404,토,언주로,도산공원,성수대교남단교차로,29,27,26,18,17,15,11,16,19,21,20
20200404,토,선릉로,압구정로데오역,학동사거리,20,22,25,20,15,15,13,15,15,15,17
20200404,토,선릉로,학동사거리,강남구청역,24,20,24,20,18,17,17,14,17,19,17
20200404,토,선릉로,강남구청역,삼릉공원,27,29,24,24,21,22,22,23,24,22,24
20200404,토,선릉로,삼릉공원,강남구청역,24,22,25,24,25,24,21,22,22,23,23
20200404,토,선릉로,강남구청역,학동사거리,25,23,23,21,22,21,20,19,21,21,21
20200404,토,선릉로,학동사거리,압구정로데오역,21,19,23,21,22,20,19,18,20,20,18
20200404,토,삼성로,청담사거리,청담공원앞,31,30,28,23,21,22,22,22,22,21,21
20200404,토,삼성로,청담공원앞,차관아파트,35,30,27,25,22,22,21,21,21,20,22
20200404,토,삼성로,차관아파트,포스코사거리,29,21,23,22,20,17,19,22,26,22,26
20200404,토,삼성로,포스코사거리,대치사거리,23,23,20,21,22,16,17,19,19,19,20
20200404,토,삼성로,대치사거리,포스코사거리,34,30,28,23,21,20,17,20,28,27,26
20200404,토,삼성로,포스코사거리,차관아파트,27,26,27,27,29,29,25,24,24,23,24
20200404,토,삼성로,차관아파트,청담공원앞,27,23,20,19,20,19,17,22,23,21,21
20200404,토,삼성로,청담공원앞,청담사거리,26,20,19,18,18,17,18,18,20,19,21
20200404,토,영동대로,경기고교앞,코엑스,25,33,33,30,28,26,27,28,27,26,27
20200404,토,영동대로,코엑스,삼성역,24,21,24,26,26,26,25,23,24,22,24
20200404,토,영동대로,삼성역,코엑스,31,24,22,20,20,20,20,21,20,21,20
20200404,토,영동대로,코엑스,경기고교앞,34,25,23,24,25,25,25,25,26,26,25
20200404,토,학동로,경기고교앞,청담공원앞,23,21,17,17,19,17,15,18,20,21,23
20200404,토,학동로,청담공원앞,강남구청역,22,21,20,19,19,22,22,24,26,26,28
20200404,토,학동로,강남구청역,서울세관,30,21,17,16,15,15,15,14,16,15,16
20200404,토,학동로,서울세관,학동역,20,26,27,26,27,26,24,27,28,27,25
20200404,토,학동로,학동역,논현역,24,15,14,14,11,10,9,8,9,8,10
20200404,토,학동로,논현역,학동역,28,26,26,26,24,25,24,23,22,23,23
20200404,토,학동로,학동역,서울세관,14,15,14,13,11,10,10,10,10,9,9
20200404,토,학동로,서울세관,강남구청역,20,20,23,24,21,20,20,19,20,21,20
20200404,토,학동로,강남구청역,청담공원앞,22,26,27,25,25,26,24,22,20,21,22
20200404,토,학동로,청담공원앞,경기고교앞,29,24,22,22,26,25,22,22,22,25,24
20200404,토,봉은사로,코엑스,차관아파트,29,22,21,19,19,17,16,19,21,20,18
20200404,토,봉은사로,차관아파트,삼릉공원,27,24,23,23,21,20,21,19,20,20,20
20200404,토,봉은사로,삼릉공원,경복아파트,23,23,22,18,17,19,17,17,19,18,17
20200404,토,봉은사로,경복아파트,차병원,15,12,11,8,9,8,8,8,9,9,10
20200404,토,봉은사로,차병원,교보타워사거리,29,25,23,23,19,16,13,14,13,16,18
20200404,토,봉은사로,교보타워사거리,차병원,22,17,18,14,11,12,11,12,11,9,11
20200404,토,봉은사로,차병원,경복아파트,25,26,25,22,15,18,18,20,22,18,20
20200404,토,봉은사로,경복아파트,삼릉공원,27,24,28,24,20,18,15,17,18,17,16
20200404,토,봉은사로,삼릉공원,차관아파트,30,27,27,26,24,24,24,24,25,25,25
20200404,토,봉은사로,차관아파트,코엑스,24,22,25,22,20,18,14,17,16,16,19
20200404,토,테헤란로,삼성역,포스코사거리,33,22,16,17,16,11,14,21,21,18,20
20200404,토,테헤란로,포스코사거리,르네상스호텔,27,25,24,21,21,19,19,21,21,20,24
20200404,토,테헤란로,르네상스호텔,역삼역,21,21,22,20,18,16,16,19,21,16,17
20200404,토,테헤란로,역삼역,강남역,30,33,32,30,30,26,26,25,28,27,28
20200404,토,테헤란로,강남역,역삼역,26,28,27,25,24,23,23,24,26,26,27
20200404,토,테헤란로,역삼역,르네상스호텔,30,26,23,17,15,14,14,15,15,14,13
20200404,토,테헤란로,르네상스호텔,포스코사거리,28,30,31,29,26,26,27,28,26,27,27
20200404,토,테헤란로,포스코사거리,삼성역,16,19,24,21,18,15,12,14,14,15,14
20200404,토,신반포로,논현역,반포역,39,33,32,34,33,34,34,34,34,33,34
20200404,토,신반포로,반포역,논현역,18,13,9,9,10,11,11,11,10,10,13
20200405,일,도산대로,청담사거리,학동사거리,30,26,25,26,28,26,25,26,27,26,26
20200405,일,도산대로,학동사거리,도산공원,28,30,31,27,21,19,18,17,17,17,18
20200405,일,도산대로,도산공원,강남을지병원,26,27,24,22,22,20,20,22,22,22,21
20200405,일,도산대로,강남을지병원,신사역,28,27,28,27,26,26,24,23,23,24,22
20200405,일,도산대로,신사역,강남을지병원,25,28,27,26,25,25,25,24,26,26,25
20200405,일,도산대로,강남을지병원,도산공원,28,25,26,25,25,22,24,23,24,24,22
20200405,일,도산대로,도산공원,학동사거리,28,27,24,26,25,22,23,25,24,27,27
20200405,일,도산대로,학동사거리,청담사거리,31,25,24,25,28,27,25,24,25,25,26
20200405,일,압구정로,청담사거리,압구정로데오역,27,28,26,25,24,23,23,25,23,22,24
20200405,일,압구정로,압구정로데오역,성수대교남단교차로,29,25,25,23,24,22,21,19,20,19,20
20200405,일,압구정로,성수대교남단교차로,압구정역,28,26,26,25,26,24,24,24,25,26,27
20200405,일,압구정로,압구정역,한남IC,33,31,27,21,18,18,17,17,18,18,18
20200405,일,압구정로,한남IC,압구정역,31,27,25,22,18,16,17,16,16,17,17
20200405,일,압구정로,압구정역,성수대교남단교차로,26,24,26,24,22,21,22,21,20,20,22
20200405,일,압구정로,성수대교남단교차로,압구정로데오역,30,28,26,23,24,21,22,20,19,22,22
20200405,일,압구정로,압구정로데오역,청담사거리,33,26,25,24,27,31,29,26,27,27,27
20200405,일,강남대로,강남역,교보타워사거리,27,28,25,25,23,21,19,21,21,21,21
20200405,일,강남대로,교보타워사거리,논현역,22,24,21,20,19,18,18,19,20,20,22
20200405,일,강남대로,교보타워사거리,강남역,21,25,25,23,22,22,22,26,25,26,25
20200405,일,강남대로,논현역,신사역,23,26,26,25,24,25,23,20,20,22,24
20200405,일,강남대로,논현역,교보타워사거리,28,27,26,26,23,22,22,22,23,22,22
20200405,일,강남대로,신사역,한남IC,43,45,45,44,45,44,43,42,43,45,44
20200405,일,강남대로,신사역,논현역,26,25,25,22,20,17,16,17,17,19,19
20200405,일,강남대로,한남IC,신사역,31,30,32,30,29,24,26,27,28,29,30
20200405,일,논현로,압구정역,강남을지병원,31,28,28,27,27,25,25,25,25,26,26
20200405,일,논현로,강남을지병원,학동역,31,29,28,27,27,28,27,27,27,29,28
20200405,일,논현로,학동역,차병원,29,32,29,25,24,24,25,24,24,25,24
20200405,일,논현로,차병원,역삼역,32,31,31,30,29,29,27,28,29,30,29
20200405,일,논현로,역삼역,차병원,30,28,24,24,23,22,22,22,23,23,23
20200405,일,논현로,차병원,학동역,25,25,26,28,27,27,27,26,27,27,27
20200405,일,논현로,학동역,강남을지병원,28,28,28,28,28,28,26,29,26,26,27
20200405,일,논현로,강남을지병원,압구정역,38,37,38,33,33,30,32,36,34,29,33
20200405,일,언주로,성수대교남단교차로,도산공원,32,29,27,26,26,25,26,27,28,27,28
20200405,일,언주로,도산공원,서울세관,28,33,34,32,31,27,29,30,29,30,30
20200405,일,언주로,서울세관,경복아파트,36,32,30,28,27,27,27,28,28,27,27
20200405,일,언주로,경복아파트,르네상스호텔,33,33,33,28,26,25,22,23,25,28,27
20200405,일,언주로,르네상스호텔,경복아파트,29,28,29,28,26,26,26,27,27,28,28
20200405,일,언주로,경복아파트,서울세관,31,28,27,29,28,27,30,28,29,29,29
20200405,일,언주로,서울세관,도산공원,31,31,29,28,28,27,25,27,28,28,28
20200405,일,언주로,도산공원,성수대교남단교차로,31,29,27,27,25,23,20,19,22,26,27
20200405,일,선릉로,압구정로데오역,학동사거리,24,24,22,21,23,21,19,18,19,21,21
20200405,일,선릉로,학동사거리,강남구청역,29,26,23,22,20,21,21,24,23,24,24
20200405,일,선릉로,강남구청역,삼릉공원,25,31,26,27,27,27,27,27,27,26,28
20200405,일,선릉로,삼릉공원,강남구청역,29,31,32,28,27,26,24,23,26,25,27
20200405,일,선릉로,강남구청역,학동사거리,28,29,25,25,25,24,26,26,24,25,26
20200405,일,선릉로,학동사거리,압구정로데오역,21,26,25,28,26,25,23,23,24,23,23
20200405,일,삼성로,청담사거리,청담공원앞,28,25,25,23,28,26,29,26,26,26,27
20200405,일,삼성로,청담공원앞,차관아파트,34,34,30,27,23,22,22,22,24,23,23
20200405,일,삼성로,차관아파트,포스코사거리,32,28,29,31,29,27,29,29,30,29,28
20200405,일,삼성로,포스코사거리,대치사거리,28,23,24,23,21,18,22,21,20,22,22
20200405,일,삼성로,대치사거리,포스코사거리,31,26,25,28,30,25,25,27,28,27,29
20200405,일,삼성로,포스코사거리,차관아파트,31,28,29,27,28,25,24,25,26,25,24
20200405,일,삼성로,차관아파트,청담공원앞,27,27,23,26,27,29,28,28,28,27,27
20200405,일,삼성로,청담공원앞,청담사거리,28,31,28,25,22,21,21,21,21,20,21
20200405,일,영동대로,경기고교앞,코엑스,32,26,25,28,29,28,28,28,29,29,28
20200405,일,영동대로,코엑스,삼성역,29,28,28,29,29,27,29,28,28,28,29
20200405,일,영동대로,삼성역,코엑스,40,32,29,26,24,23,21,22,23,22,22
20200405,일,영동대로,코엑스,경기고교앞,34,32,32,29,26,26,25,26,26,25,26
20200405,일,학동로,경기고교앞,청담공원앞,27,25,26,26,23,21,21,20,20,22,24
20200405,일,학동로,청담공원앞,강남구청역,26,32,30,30,27,29,28,29,30,31,29
20200405,일,학동로,강남구청역,서울세관,28,28,24,23,22,19,21,21,20,22,23
20200405,일,학동로,서울세관,학동역,36,24,20,23,27,27,27,28,28,28,27
20200405,일,학동로,학동역,논현역,26,27,27,26,22,18,16,18,18,18,20
20200405,일,학동로,논현역,학동역,28,29,29,27,27,26,26,27,26,27,27
20200405,일,학동로,학동역,서울세관,19,19,16,17,17,16,16,20,18,15,15
20200405,일,학동로,서울세관,강남구청역,34,26,24,24,28,26,26,27,28,27,25
20200405,일,학동로,강남구청역,청담공원앞,29,27,25,24,25,25,24,24,25,25,25
20200405,일,학동로,청담공원앞,경기고교앞,30,32,33,31,27,27,26,27,28,27,26
20200405,일,봉은사로,코엑스,차관아파트,27,29,29,27,25,23,21,23,22,23,23
20200405,일,봉은사로,차관아파트,삼릉공원,31,26,25,27,27,24,24,27,26,26,26
20200405,일,봉은사로,삼릉공원,경복아파트,25,25,27,23,22,21,20,20,20,18,18
20200405,일,봉은사로,경복아파트,차병원,21,18,16,16,18,16,15,16,15,16,16
20200405,일,봉은사로,차병원,교보타워사거리,29,28,27,27,25,23,19,21,22,20,24
20200405,일,봉은사로,교보타워사거리,차병원,28,27,25,22,20,15,18,20,20,19,20
20200405,일,봉은사로,차병원,경복아파트,25,31,28,26,25,23,26,27,27,24,27
20200405,일,봉은사로,경복아파트,삼릉공원,31,27,24,27,26,24,24,22,24,26,26
20200405,일,봉은사로,삼릉공원,차관아파트,27,30,29,30,30,29,30,29,30,31,33
20200405,일,봉은사로,차관아파트,코엑스,23,23,23,22,24,23,20,20,21,22,23
20200405,일,테헤란로,삼성역,포스코사거리,23,30,31,31,28,26,24,27,27,25,26
20200405,일,테헤란로,포스코사거리,르네상스호텔,33,32,28,27,26,21,25,25,25,27,24
20200405,일,테헤란로,르네상스호텔,역삼역,25,22,20,25,27,24,25,25,26,27,28
20200405,일,테헤란로,역삼역,강남역,28,30,29,33,34,33,34,34,34,32,33
20200405,일,테헤란로,강남역,역삼역,30,33,29,30,31,29,31,31,30,30,30
20200405,일,테헤란로,역삼역,르네상스호텔,28,32,30,24,22,21,20,21,22,21,21
20200405,일,테헤란로,르네상스호텔,포스코사거리,28,34,30,34,32,30,30,30,32,33,31
20200405,일,테헤란로,포스코사거리,삼성역,24,24,22,22,23,20,19,19,19,21,20
20200405,일,신반포로,논현역,반포역,37,38,37,38,35,36,36,37,35,36,36
20200405,일,신반포로,반포역,논현역,23,22,21,20,19,19,19,17,18,18,20
20200406,월,도산대로,청담사거리,학동사거리,27,26,26,24,25,26,25,26,27,25,24
20200406,월,도산대로,학동사거리,도산공원,32,29,24,20,18,17,14,14,16,16,15
20200406,월,도산대로,도산공원,강남을지병원,20,17,14,17,19,18,16,14,14,15,16
20200406,월,도산대로,강남을지병원,신사역,30,29,26,25,23,22,20,18,16,16,14
20200406,월,도산대로,신사역,강남을지병원,24,22,20,20,21,22,18,19,17,14,12
20200406,월,도산대로,강남을지병원,도산공원,26,23,22,21,22,20,21,18,19,16,12
20200406,월,도산대로,도산공원,학동사거리,20,21,19,20,20,21,21,21,19,17,16
20200406,월,도산대로,학동사거리,청담사거리,30,29,27,24,21,22,21,20,21,19,19
20200406,월,압구정로,청담사거리,압구정로데오역,30,28,27,23,23,24,23,22,22,23,23
20200406,월,압구정로,압구정로데오역,성수대교남단교차로,22,20,21,17,18,18,15,13,14,14,12
20200406,월,압구정로,성수대교남단교차로,압구정역,22,23,23,23,23,22,20,17,17,14,16
20200406,월,압구정로,압구정역,한남IC,28,27,26,25,25,22,21,17,17,14,19
20200406,월,압구정로,한남IC,압구정역,22,20,16,15,16,16,13,10,9,7,6
20200406,월,압구정로,압구정역,성수대교남단교차로,19,16,15,16,18,18,18,18,18,12,9
20200406,월,압구정로,성수대교남단교차로,압구정로데오역,23,20,20,19,18,18,18,18,19,20,20
20200406,월,압구정로,압구정로데오역,청담사거리,24,24,22,25,24,24,25,25,23,22,22
20200406,월,강남대로,강남역,교보타워사거리,24,24,16,10,13,12,8,7,7,10,11
20200406,월,강남대로,교보타워사거리,논현역,23,21,19,19,17,18,20,20,18,16,15
20200406,월,강남대로,교보타워사거리,강남역,18,17,17,16,16,16,15,15,15,19,16
20200406,월,강남대로,논현역,신사역,25,24,21,19,13,16,16,14,9,18,15
20200406,월,강남대로,논현역,교보타워사거리,22,22,22,20,20,19,16,14,13,15,13
20200406,월,강남대로,신사역,한남IC,48,45,43,41,43,43,42,41,41,42,36
20200406,월,강남대로,신사역,논현역,9,8,7,7,9,9,9,9,10,11,10
20200406,월,강남대로,한남IC,신사역,12,10,10,15,22,24,17,14,16,16,17
20200406,월,논현로,압구정역,강남을지병원,15,10,9,14,21,22,16,11,10,12,12
20200406,월,논현로,강남을지병원,학동역,18,18,22,22,24,23,22,22,23,24,22
20200406,월,논현로,학동역,차병원,14,13,14,16,16,16,14,13,11,14,14
20200406,월,논현로,차병원,역삼역,25,21,26,25,23,26,24,23,19,18,17
20200406,월,논현로,역삼역,차병원,23,22,19,16,17,17,12,9,10,13,10
20200406,월,논현로,차병원,학동역,23,22,23,24,24,24,24,24,23,25,21
20200406,월,논현로,학동역,강남을지병원,27,25,25,24,24,23,19,19,14,16,16
20200406,월,논현로,강남을지병원,압구정역,38,36,34,31,28,24,24,23,21,23,25
20200406,월,언주로,성수대교남단교차로,도산공원,25,23,25,24,24,25,24,25,25,25,25
20200406,월,언주로,도산공원,서울세관,16,12,14,18,22,20,17,14,15,20,20
20200406,월,언주로,서울세관,경복아파트,26,25,26,25,26,25,23,24,23,25,22
20200406,월,언주로,경복아파트,르네상스호텔,24,24,26,22,22,21,17,17,18,14,11
20200406,월,언주로,르네상스호텔,경복아파트,25,25,25,26,28,26,24,24,24,24,19
20200406,월,언주로,경복아파트,서울세관,25,25,25,24,25,25,24,25,25,23,20
20200406,월,언주로,서울세관,도산공원,26,25,24,24,23,21,20,20,16,18,16
20200406,월,언주로,도산공원,성수대교남단교차로,26,23,19,26,25,22,19,13,11,19,17
20200406,월,선릉로,압구정로데오역,학동사거리,25,22,22,20,20,20,18,14,16,16,15
20200406,월,선릉로,학동사거리,강남구청역,25,17,18,24,20,21,21,17,18,21,22
20200406,월,선릉로,강남구청역,삼릉공원,19,19,19,17,20,19,17,17,15,18,17
20200406,월,선릉로,삼릉공원,강남구청역,29,25,21,21,20,23,20,19,20,20,20
20200406,월,선릉로,강남구청역,학동사거리,24,23,21,21,20,21,20,21,21,22,20
20200406,월,선릉로,학동사거리,압구정로데오역,23,26,25,24,24,23,22,20,20,21,21
20200406,월,삼성로,청담사거리,청담공원앞,25,22,21,22,24,23,22,19,19,19,20
20200406,월,삼성로,청담공원앞,차관아파트,20,19,22,25,23,23,20,20,20,21,22
20200406,월,삼성로,차관아파트,포스코사거리,24,21,21,22,22,18,15,18,19,16,17
20200406,월,삼성로,포스코사거리,대치사거리,25,23,24,23,21,22,19,20,20,17,14
20200406,월,삼성로,대치사거리,포스코사거리,23,15,14,19,27,25,22,23,23,22,20
20200406,월,삼성로,포스코사거리,차관아파트,22,20,20,22,24,26,24,22,23,21,17
20200406,월,삼성로,차관아파트,청담공원앞,22,22,20,18,21,20,18,21,22,18,18
20200406,월,삼성로,청담공원앞,청담사거리,23,21,19,19,20,20,22,19,21,22,20
20200406,월,영동대로,경기고교앞,코엑스,26,27,29,27,26,26,27,27,27,26,27
20200406,월,영동대로,코엑스,삼성역,27,25,29,28,27,25,24,23,22,20,16
20200406,월,영동대로,삼성역,코엑스,21,21,22,21,22,21,21,20,21,27,25
20200406,월,영동대로,코엑스,경기고교앞,29,27,25,24,26,26,25,23,24,26,25
20200406,월,학동로,경기고교앞,청담공원앞,19,15,13,15,24,24,20,16,16,17,16
20200406,월,학동로,청담공원앞,강남구청역,25,22,17,16,19,19,19,23,21,22,22
20200406,월,학동로,강남구청역,서울세관,18,16,16,16,17,15,12,11,13,13,14
20200406,월,학동로,서울세관,학동역,19,18,19,24,25,25,23,23,22,23,20
20200406,월,학동로,학동역,논현역,19,17,17,14,12,12,10,9,10,10,8
20200406,월,학동로,논현역,학동역,25,24,24,23,23,24,23,22,21,24,17
20200406,월,학동로,학동역,서울세관,21,17,13,12,12,11,11,10,10,8,6
20200406,월,학동로,서울세관,강남구청역,23,22,21,22,24,23,20,21,21,21,17
20200406,월,학동로,강남구청역,청담공원앞,25,22,22,23,23,24,21,18,18,18,18
20200406,월,학동로,청담공원앞,경기고교앞,28,27,26,25,29,25,25,25,24,23,20
20200406,월,봉은사로,코엑스,차관아파트,20,15,14,15,17,18,20,17,19,20,20
20200406,월,봉은사로,차관아파트,삼릉공원,23,20,17,16,21,21,18,17,20,18,20
20200406,월,봉은사로,삼릉공원,경복아파트,23,22,22,19,19,18,17,17,18,20,19
20200406,월,봉은사로,경복아파트,차병원,10,8,8,9,10,9,7,7,8,10,9
20200406,월,봉은사로,차병원,교보타워사거리,24,25,24,21,22,23,20,17,13,13,13
20200406,월,봉은사로,교보타워사거리,차병원,23,21,21,17,15,16,11,10,8,7,9
20200406,월,봉은사로,차병원,경복아파트,25,24,22,21,21,21,21,23,21,15,12
20200406,월,봉은사로,경복아파트,삼릉공원,23,22,20,20,21,19,19,17,16,13,10
20200406,월,봉은사로,삼릉공원,차관아파트,29,27,25,25,23,24,24,23,22,22,18
20200406,월,봉은사로,차관아파트,코엑스,24,24,22,25,25,23,22,19,19,14,10
20200406,월,테헤란로,삼성역,포스코사거리,15,12,10,13,18,15,12,15,17,19,23
20200406,월,테헤란로,포스코사거리,르네상스호텔,27,26,21,18,22,22,19,19,19,21,21
20200406,월,테헤란로,르네상스호텔,역삼역,17,15,16,18,16,17,16,18,16,18,17
20200406,월,테헤란로,역삼역,강남역,27,26,28,29,31,28,20,13,18,17,9
20200406,월,테헤란로,강남역,역삼역,25,23,22,24,23,24,21,23,26,24,19
20200406,월,테헤란로,역삼역,르네상스호텔,28,26,25,19,17,17,15,14,13,13,13
20200406,월,테헤란로,르네상스호텔,포스코사거리,28,29,25,24,26,25,23,22,21,19,17
20200406,월,테헤란로,포스코사거리,삼성역,26,23,22,20,19,19,18,14,13,13,11
20200406,월,신반포로,논현역,반포역,36,33,32,34,33,33,28,30,32,33,30
20200406,월,신반포로,반포역,논현역,17,10,7,8,11,14,11,8,8,9,6
20200407,화,도산대로,청담사거리,학동사거리,27,26,26,24,26,26,22,20,22,21,20
20200407,화,도산대로,학동사거리,도산공원,32,27,24,18,16,15,14,13,13,14,14
20200407,화,도산대로,도산공원,강남을지병원,19,18,16,16,17,16,13,15,13,13,14
20200407,화,도산대로,강남을지병원,신사역,30,29,26,24,21,20,19,18,16,14,12
20200407,화,도산대로,신사역,강남을지병원,25,21,20,19,19,19,18,17,18,15,11
20200407,화,도산대로,강남을지병원,도산공원,25,20,20,19,18,20,21,19,17,14,9
20200407,화,도산대로,도산공원,학동사거리,20,19,17,21,20,19,18,17,17,16,13
20200407,화,도산대로,학동사거리,청담사거리,30,28,26,23,20,20,20,21,20,18,17
20200407,화,압구정로,청담사거리,압구정로데오역,31,27,26,23,23,23,22,20,21,21,22
20200407,화,압구정로,압구정로데오역,성수대교남단교차로,21,18,17,17,18,18,13,10,10,10,12
20200407,화,압구정로,성수대교남단교차로,압구정역,24,23,19,19,20,21,17,16,17,15,17
20200407,화,압구정로,압구정역,한남IC,29,26,25,24,22,21,21,18,19,19,19
20200407,화,압구정로,한남IC,압구정역,23,19,15,15,14,15,13,10,8,7,8
20200407,화,압구정로,압구정역,성수대교남단교차로,19,16,12,14,14,16,18,17,15,11,10
20200407,화,압구정로,성수대교남단교차로,압구정로데오역,23,19,18,18,18,19,19,17,17,19,20
20200407,화,압구정로,압구정로데오역,청담사거리,25,22,22,23,23,24,22,22,21,22,22
20200407,화,강남대로,강남역,교보타워사거리,23,21,14,9,9,12,8,8,7,7,7
20200407,화,강남대로,교보타워사거리,논현역,23,21,20,18,17,18,20,19,17,18,17
20200407,화,강남대로,교보타워사거리,강남역,17,16,15,16,18,21,16,16,15,16,17
20200407,화,강남대로,논현역,신사역,27,26,23,19,16,16,17,15,14,18,12
20200407,화,강남대로,논현역,교보타워사거리,21,21,20,20,20,19,15,15,14,16,12
20200407,화,강남대로,신사역,한남IC,47,46,44,44,46,44,42,41,36,40,38
20200407,화,강남대로,신사역,논현역,11,8,7,7,6,6,7,9,10,11,9
20200407,화,강남대로,한남IC,신사역,14,11,11,11,14,15,13,11,10,14,14
20200407,화,논현로,압구정역,강남을지병원,17,10,10,13,19,18,12,10,9,9,10
20200407,화,논현로,강남을지병원,학동역,21,19,17,19,20,18,16,19,22,24,23
20200407,화,논현로,학동역,차병원,16,15,14,13,14,13,14,14,13,12,12
20200407,화,논현로,차병원,역삼역,25,24,26,25,24,22,19,25,19,18,11
20200407,화,논현로,역삼역,차병원,22,21,18,14,16,16,13,11,9,10,8
20200407,화,논현로,차병원,학동역,24,24,24,24,24,24,24,23,22,22,19
20200407,화,논현로,학동역,강남을지병원,27,24,24,22,23,21,18,18,17,17,11
20200407,화,논현로,강남을지병원,압구정역,37,33,28,31,28,26,26,25,23,25,27
20200407,화,언주로,성수대교남단교차로,도산공원,24,21,22,22,23,22,22,23,23,25,22
20200407,화,언주로,도산공원,서울세관,18,13,13,17,17,15,12,13,15,17,18
20200407,화,언주로,서울세관,경복아파트,27,27,25,24,23,25,23,23,24,24,21
20200407,화,언주로,경복아파트,르네상스호텔,26,25,22,20,22,18,15,17,16,14,10
20200407,화,언주로,르네상스호텔,경복아파트,26,27,25,26,24,26,24,22,23,22,21
20200407,화,언주로,경복아파트,서울세관,25,26,24,26,26,25,25,23,23,22,19
20200407,화,언주로,서울세관,도산공원,22,25,23,22,21,22,20,16,18,17,12
20200407,화,언주로,도산공원,성수대교남단교차로,26,22,20,24,25,22,17,12,10,12,13
20200407,화,선릉로,압구정로데오역,학동사거리,24,19,19,16,15,17,16,15,15,16,18
20200407,화,선릉로,학동사거리,강남구청역,23,22,17,20,19,18,16,15,19,17,19
20200407,화,선릉로,강남구청역,삼릉공원,20,17,21,19,17,18,15,14,15,15,19
20200407,화,선릉로,삼릉공원,강남구청역,27,24,22,19,23,20,16,18,20,20,19
20200407,화,선릉로,강남구청역,학동사거리,23,22,23,21,22,22,20,19,19,19,18
20200407,화,선릉로,학동사거리,압구정로데오역,30,26,24,25,23,22,22,19,18,21,21
20200407,화,삼성로,청담사거리,청담공원앞,24,21,21,23,22,20,17,15,17,19,20
20200407,화,삼성로,청담공원앞,차관아파트,22,18,19,21,22,22,21,19,18,18,19
20200407,화,삼성로,차관아파트,포스코사거리,25,22,22,19,21,19,15,14,14,13,15
20200407,화,삼성로,포스코사거리,대치사거리,24,22,20,24,23,20,19,18,18,14,12
20200407,화,삼성로,대치사거리,포스코사거리,25,21,17,20,25,26,22,20,21,20,19
20200407,화,삼성로,포스코사거리,차관아파트,24,22,20,22,24,25,23,21,21,20,16
20200407,화,삼성로,차관아파트,청담공원앞,23,22,19,15,18,19,17,18,16,15,13
20200407,화,삼성로,청담공원앞,청담사거리,23,19,17,14,16,19,16,19,17,18,17
20200407,화,영동대로,경기고교앞,코엑스,25,26,28,27,27,27,26,27,26,25,27
20200407,화,영동대로,코엑스,삼성역,26,26,26,24,25,24,24,21,19,18,15
20200407,화,영동대로,삼성역,코엑스,22,20,20,20,19,20,20,20,20,23,25
20200407,화,영동대로,코엑스,경기고교앞,30,26,22,26,26,26,25,25,25,27,20
20200407,화,학동로,경기고교앞,청담공원앞,19,16,11,11,19,21,18,15,17,16,15
20200407,화,학동로,청담공원앞,강남구청역,26,20,16,17,17,19,19,19,19,20,21
20200407,화,학동로,강남구청역,서울세관,17,14,13,13,14,14,12,12,11,12,13
20200407,화,학동로,서울세관,학동역,18,17,16,22,25,24,23,18,19,20,23
20200407,화,학동로,학동역,논현역,20,17,14,12,11,10,9,10,8,7,7
20200407,화,학동로,논현역,학동역,26,25,23,23,24,25,24,22,24,22,19
20200407,화,학동로,학동역,서울세관,21,17,14,12,11,11,11,11,10,8,7
20200407,화,학동로,서울세관,강남구청역,23,21,19,20,23,21,19,20,17,18,15
20200407,화,학동로,강남구청역,청담공원앞,26,23,22,24,26,25,21,18,18,19,16
20200407,화,학동로,청담공원앞,경기고교앞,25,26,24,24,23,24,23,25,23,21,15
20200407,화,봉은사로,코엑스,차관아파트,20,16,12,14,18,18,15,15,17,16,16
20200407,화,봉은사로,차관아파트,삼릉공원,22,20,14,13,17,18,15,13,13,15,16
20200407,화,봉은사로,삼릉공원,경복아파트,26,24,23,19,18,18,17,14,15,19,18
20200407,화,봉은사로,경복아파트,차병원,10,7,6,6,6,6,6,6,7,9,11
20200407,화,봉은사로,차병원,교보타워사거리,24,24,23,23,22,20,17,14,12,10,10
20200407,화,봉은사로,교보타워사거리,차병원,22,19,17,13,12,13,13,8,8,7,7
20200407,화,봉은사로,차병원,경복아파트,26,23,23,21,21,19,21,22,20,15,12
20200407,화,봉은사로,경복아파트,삼릉공원,23,21,20,22,22,20,19,16,14,14,11
20200407,화,봉은사로,삼릉공원,차관아파트,29,29,25,23,24,24,24,24,22,21,17
20200407,화,봉은사로,차관아파트,코엑스,24,23,22,22,23,21,20,18,15,11,9
20200407,화,테헤란로,삼성역,포스코사거리,19,15,11,11,21,19,12,9,10,14,17
20200407,화,테헤란로,포스코사거리,르네상스호텔,25,17,11,9,10,13,13,18,18,20,20
20200407,화,테헤란로,르네상스호텔,역삼역,18,17,18,18,18,19,16,19,15,15,15
